house_bill_number,title,significance,date_filed,principal_authors,date_read,primary_referral,mother_bill_status,status
HB02546,"AN ACT STRENGTHENING AND MODERNIZING THE BUREAU OF FIRE PROTECTION, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2019-07-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2019-07-30,PUBLIC ORDER AND SAFETY,Transmitted to the President on 2021-08-26,Substituted by HB07406
HB02547,"AN ACT CREATING THE DEPARTMENT OF OVERSEAS FILIPINOS, DEFINING ITS POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR, RATIONALIZING THE ORGANIZATION      AND FUNCTIONS OF GOVERNMENT AGENCIES RELATED TO MIGRATION, AND FOR OTHER PURPOSES",NATIONAL,2019-07-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2019-07-30,GOVERNMENT REORGANIZATION,"Approved by the House on 2020-03-11, transmitted to the Senate on 2020-03-16 and received by the Senate on 2020-03-16",Substituted by HB05832
HB02548,AN ACT MODIFYING THE SALARY SCHEDULE FOR CIVILIAN GOVERNMENT PERSONNEL,NATIONAL,2019-07-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2019-07-30,APPROPRIATIONS,Republic Act RA11466 enacted on 2020-01-08,Consolidated into HB05712
HB02549,AN ACT ESTABLISHING THE COCONUT FARMERS AND INDUSTRY DEVELOPMENT TRUST FUND AND PROVIDING FOR ITS MANAGEMENT AND UTILIZATION,NATIONAL,2019-07-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2019-07-30,AGRICULTURE AND FOOD,Republic Act RA11524 enacted on 2021-02-26,Substituted by HB08136
HB02550,"AN ACT INSTITUTING A NATIONAL LAND USE AND MANAGEMENT POLICY, PROVIDING THE IMPLEMENTING MECHANISMS, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2019-07-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2019-07-30,LAND USE,,Pending with the Committee on LAND USE since 2019-07-30
HB02551,"AN ACT POSTPONING THE MAY 2020 BARANGAY AND SANGGUNIANG KABATAAN ELECTIONS TO OCTOBER 2022, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 9164, AS AMENDED BY REPUBLIC ACT NO. 10952, REPUBLIC ACT NO. 10632, REPUBLIC ACT NO. 10656, REPUBLIC ACT NO. 10923, AND REPUBLIC ACT NO. 10952, AND FOR OTHER PURPOSES",NATIONAL,2019-07-23,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2019-07-30,SUFFRAGE AND ELECTORAL REFORMS,Republic Act RA11462 enacted on 2019-12-03,Substituted by HB04933
HB02552,AN ACT ESTABLISHING THE COCONUT FARMERS AND INDUSTRY DEVELOPMENT TRUST FUND AND PROVIDING FOR ITS MANAGEMENT AND UTILIZATION,NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,AGRICULTURE AND FOOD,Republic Act RA11524 enacted on 2021-02-26,Substituted by HB08136
HB02553,"AN ACT AMENDING SECTIONS 22, 24, 25, 27, 28, 29, 30, 32, 34, 37, 38, 39, 42, 51, 52, 54, 56, 57, 73, 108, 121, 122, 123, 174, 176, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 194, 195, 196, 197, 198, AND 199; AND REPEALING SECTIONS 127, 175, 177, 178, 180, 192, AND 193; ALL UNDER REPUBLIC ACT NO. 8424, OTHERWISE KNOWN AS THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,WAYS AND MEANS,"Approved by the House on 2019-09-09, transmitted to the Senate on 2019-09-10 and received by the Senate on 2019-09-10",Consolidated into HB00304
HB02554,"AN ACT AMENDING SECTIONS 4, 5, 20, 22, 27, 28, 34, 40, 50, 73, 112, 117, 204, 222, 237, 237-A, 255, 256, 257, 258, 260, 261, 262, 263, 264, 265, 266, 275, 288, 290 AND ADDING SECTIONS 6-A, 282-A, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 301-A, 301-B, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, AND 314 UNDER THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,WAYS AND MEANS,Republic Act RA11534 enacted on 2021-03-26,Substituted by HB04157
HB02555,"AN ACT AMENDING SECTIONS 141, 142 AND 143 OF REPUBLIC ACT NO. 8424, AS AMENDED, OTHERWISE KNOWN AS THE NATIONAL INTERNAL REVENUE CODE OF 1997",NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,WAYS AND MEANS,Republic Act RA11467 enacted on 2020-01-22,Consolidated into HB01026
HB02556,"AN ACT ESTABLISHING A NATIONAL PROGRAM FOR THE MALUNGGAY INDUSTRY, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,AGRICULTURE AND FOOD,,Pending with the Committee on AGRICULTURE AND FOOD since 2019-07-31
HB02557,AN ACT ESTABLISHING THE FISCAL REGIME FOR THE MINING INDUSTRY,NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,WAYS AND MEANS,Business for the day on 2020-10-14,Substituted by HB06135
HB02558,"AN ACT PROMOTING THE SCIENTIFIC PROPAGATION, PROCESSING, UTILIZATION AND DEVELOPMENT OF PHILIPPINE NATIVE ANIMALS, HEREBY CREATING THE PHILIPPINE NATIVE ANIMAL DEVELOPMENT CENTER",NATIONAL,2019-07-24,"GARIN, SHARON S.",2019-07-31,GOVERNMENT REORGANIZATION,,Pending with the Committee on GOVERNMENT REORGANIZATION since 2019-07-31
HB02559,AN ACT REVIVING THE RESERVED OFFICER TRAINING CORPS (ROTC) IN ALL SENIOR HIGH SCHOOLS IN PUBLIC AND PRIVATE EDUCATIONAL INSTITUTIONS AS A MANDATORY REQUISITE FOR GRADUATION REPEALING FOR THE PURPOSE RA 9163 OTHERWISE KNOWN AS THE NATIONAL SERVICE TRAINING PROGRAM (NSTP) ACT OF 2001 AND FOR OTHER PURPOSES,NATIONAL,2019-07-24,"VIOLAGO, MICAELA S.",2019-07-31,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2019-08-27
HB02560,"AN ACT DECLARING ROBBERY IN BANKS, GOVERNMENT FINANCING INSTITUTIONS, PAWNSHOPS AND OTHER ENTITIES OR FACILITIES OFFERING LOANS OR CREDIT AND OTHER FINANCE-RELATED SERVICES A HEINOUS CRIME, AMENDING FOR THE PURPOSE THE REVISED PENAL CODE OF THE PHILIPPINES, AS AMENDED, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"VIOLAGO, MICAELA S.",2019-07-31,JUSTICE,,Pending with the Committee on JUSTICE since 2019-07-31
HB02561,"AN ACT GRANTING FULL GOVERNMENT SUBSIDY TO CANCER PATIENTS, INSTITUTIONALIZING A PROGRAM AND APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,HEALTH,,Pending with the Committee on HEALTH since 2019-07-31
HB02562,AN ACT REQUIRING CLOSED-CIRCUIT TELEVISION (CCTV) OWNERS TO YIELD INFORMATION OR RECORDED DATA ON THE COMMISSION OF A CRIME UPON REQUEST OF THE PROPER INVESTIGATIVE BODY OR COMPETENT COURT AND FOR OTHER PURPOSES,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,JUSTICE,,Pending with the Committee on JUSTICE since 2019-07-31
HB02563,AN ACT INSTITUTIONALIZING AWARENESS AND GRASSROOT ADVOCACY AND TIGTHENING THE ISSUANCE OF CREDIT CARDS THEREBY AVERTING DELINQUENCY ON THE PART OF THE CREDIT CARD HOLDERS AND BANKRUPTCY ON THE PART OF THE BANKS AND OTHER PARTIES INVOLVED IN THE CREDIT CARD SYSTEM AND FOR OTHER PURPOSES,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,BANKS AND FINANCIAL INTERMEDIARIES,,Pending with the Committee on BANKS AND FINANCIAL INTERMEDIARIES since 2019-07-31
HB02564,"AN ACT PROVIDING FOR THE RESETTLEMENT, AID AND REHABILITATION SERVICES FOR THE UNDERPRIVILEGED AND HOMELESS CITIZENS AFFECTED BY THE DEMOLITION OF HOUSES/DWELLINGS ALONG DANGER AREAS SUCH AS ESTEROS, GARBAGE DUMPS, RIVERBANKS, SHORELINES, WATERWAYS AND OTHER PUBLIC PLACES SUCH AS SIDEWALKS, ROADS, PARKS AND PLAYGROUNDS AS WELL AS THE VICTIMS OF DISASTERS AND CALAMITIES AND THOSE AFFECTED BY GOVERNMENT INFRASTRUCTURE PROJECTS IN METRO MANILA AND FOR OTHER PURPOSES",LOCAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,HOUSING AND URBAN DEVELOPMENT,,Pending with the Committee on HOUSING AND URBAN DEVELOPMENT since 2019-07-31
HB02565,"AN ACT REQUIRING EVERY MAJOR BUSINESS ESTABLISHMENT LOCATED IN CENTRAL OR CORE BUSINESS DISTRICT AREA, ON COMPULSORY BASIS, TO INSTALL IN ITS PLACE OF BUSINESS OPERATION, A CLOSED CIRCUIT TELEVISION CAMERA AND EVERY MINOR BUSINESS ESTABLISHMENT, ON OPTIONAL BASIS AND PRESCRIBING EFFECTIVE GUIDELINES THEREFOR",NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,PUBLIC ORDER AND SAFETY,,Pending with the Committee on PUBLIC ORDER AND SAFETY since 2019-07-31
HB02566,AN ACT PROTECTING PASSENGERS OF JEEPNEYS AGAINST OVERCHARGING OF TRANSPORT FARES THEREBY EMPOWERING THE CONCERNED LOCAL GOVERNMENT UNIT AS FRONTLINE IMPLEMENTOR OF NEW FARE ADJUSTMENT AS PRESCRIBED BY LAND TRANSPORTATION FRANCHISING AND REGULATORY BOARD AND FOR OTHER PURPOSES,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2019-07-31
HB02567,AN ACT MANDATING OWNERS AND/OR OPERATORS OF FREIGHT AND PASSENGER SERVICE TO CONDUCT PREVENTIVE MAINTENANCE OF THEIR MOTOR VEHICLES IN ACCORDANCE WITH PRESCRIBED SCHEDULE AND INSTRUCTIONS FROM VEHICLE MANUFACTURERꞌS MANUAL,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2019-07-31
HB02568,AN ACT MANDATING THE BUREAU OF IMMIGRATION TO IMPLEMENT A STATE-OF-THE-ART METHOD OF DOCUMENTING PERSONS WITH HOLD-DEPARTURE ORDERS AND IDENTITY CLEARANCE SO AS TO AVOID GREAT INCONVENIENCE ON THE PART OF THE NAMESAKES OF SUCH PERSONS WHO ARE THE SUBJECT OF SUCH HOLD-DEPARTURE ORDERS,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,JUSTICE,,Pending with the Committee on JUSTICE since 2019-07-31
HB02569,"AN ACT AUTHORIZING ALL METRO MANILA DEVELOPMENT AUTHORITY (MMDA) AND METRO MANILA DEVELOPMENT COMMITTEE OPERATIVES TO COMMANDEER ANY OR ALL PRIVATE VEHICLES AND/OR HEAVY EQUIPMENT MACHINES FOR PURPOSES OF SAVING LIVES DURING EMERGENCY CASES, SUCH AS THE OCCURRENCE OF NATURAL DISASTERS INCLUDING EARTHQUAKES, TYPHOONS, ETC",LOCAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,DISASTER RESILIENCE,,Pending with the Committee on DISASTER RESILIENCE since 2019-07-31
HB02570,"AN ACT ENSURING THAT GOVERNMENT SPECIALTY HOSPITALS, MEDICAL CENTERS, INSTITUTES OR SANITARIA EFFECTIVELY IMPLEMENT ꞌPAY-WHAT-YOU-CAN POLICYꞌ FOR POOR PATIENTS FOR THEIR TREATMENT, CONFINEMENT OR HOSPITALIZATION, AND HEALING AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,HEALTH,,Pending with the Committee on HEALTH since 2019-07-31
HB02571,AN ACT ESTABLISHING THE OFFICE OF ENVIRONMENT IN EVERY LOCAL GOVERNMENT UNIT IN THE PHILIPPINES FOR THE MANAGEMENT OF A COMMON ENVIRONMENT STRATEGIC PLAN AND FOR OTHER PURPOSES,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,NATURAL RESOURCES,,Pending with the Committee on NATURAL RESOURCES since 2019-07-31
HB02572,AN ACT BANNING A FUNERAL AGENT FROM ENTRY INTO ANY HOSPITAL WITH INTENT OF HAVING A FAMILY MEMBER OF A DYING OR TERMINALLY-ILL PATIENT SIGN A CONTRACT AND PRESCRIBING PENALTIES IN VIOLATION THEREOF,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,HEALTH,,Pending with the Committee on HEALTH since 2019-07-31
HB02573,AN ACT PROVIDING BENEFITS FOR JUVENILE PRISONERS THEREBY PROMOTING CHILDRENꞌS RIGHTS AND HEALTH CARE AND APPROPRIATING FUNDS THEREFOR,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,JUSTICE,,Pending with the Committee on JUSTICE since 2019-07-31
HB02574,AN ACT AUTHORIZING THE DEPARTMENT OF BUDGET AND MANAGEMENT TO EARMARK SUFFICIENT FUNDS FOR CALAMITY GRANT TO GOVERNMENT EMPLOYEES AT BOTH THE NATIONAL AND LOCAL LEVELS AND PRESCRIBING GUIDELINES THEREFOR AND FOR OTHER PURPOSES,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,APPROPRIATIONS,,Pending with the Committee on APPROPRIATIONS since 2019-07-31
HB02575,AN ACT PROHIBITING PRIVATE CONTRACTORS IN ROAD RELATED PROJECTS OF GOVERNMENT FROM PLUGGING MANHOLES AND DRAINAGE INLETS AND PROVIDING SANCTIONS THEREFOR,NATIONAL,2019-07-24,"CASTELO, PRECIOUS HIPOLITO",2019-07-31,PUBLIC WORKS AND HIGHWAYS,,Pending with the Committee on PUBLIC WORKS AND HIGHWAYS since 2019-07-31
HB02576,"AN ACT RATIONALIZING THE COMPENSATION AND OTHER BENEFITS OF BARANGAY OFFICIALS AND BARANGAY WORKERS, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"GO, MARK O.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
HB02577,"AN ACT INSTITUTING A NEW WATER CODE, AMENDING FOR THE PURPOSE PD NO. 1067 OTHERWISE KNOWN AS THE WATER CODE OF THE PHILIPPINES AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"PADUANO, JOSEPH STEPHEN S.",2019-07-31,PUBLIC WORKS AND HIGHWAYS,,Pending with the Committee on PUBLIC WORKS AND HIGHWAYS since 2019-07-31
HB02578,"AN ACT ESTABLISHING THE DRUG PRICE REGULATORY BOARD TO REGULATE THE PRICES OF DRUGS AND MEDICINES IN THE PHILIPPINES AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9502, OTHERWISE KNOWN AS THE ""UNIVERSALLY ACCESSIBLE CHEAPER AND QUALITY MEDICINES ACT OF 2008"" AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"BIRON, BRAEDEN JOHN Q.",2019-07-31,TRADE AND INDUSTRY,,Pending with the Committee on TRADE AND INDUSTRY since 2019-07-31
HB02579,AN ACT INSTITUTIONALIZING THE BENEFITS AND PRIVILEGES OF SANGGUNIANG KABATAAN OFFICIALS IN ADDITION TO THE PROVISIONS OF RA 10742 OTHERWISE KNOWN AS THE SANGGUNIANG KABATAAN REFORM ACT OF 2015,NATIONAL,2019-07-24,"BIRON, BRAEDEN JOHN Q.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
HB02580,AN ACT MANDATING THE DISCLOSURE OF THE NUTRITIONAL CONTENTS OF STANDARD MENU ITEMS IN CHAIN RESTAURANTS AND SIMILAR RETAIL FOOD ESTABLISHMENT,NATIONAL,2019-07-24,"NIETO, JOHN MARVIN ""YUL SERVO"" C.",2019-07-31,HEALTH,,Pending with the Committee on HEALTH since 2019-07-31
HB02581,AN ACT INCREASING THE SALARY GRADE OF PUBLIC SCHOOL TEACHERS FROM SALARY GRADE 11 TO 15 AND PROVIDING FUNDS THEREOF,NATIONAL,2019-07-24,"NIETO, JOHN MARVIN ""YUL SERVO"" C.",2019-07-31,APPROPRIATIONS,Republic Act RA11466 enacted on 2020-01-08,Consolidated into HB05712
HB02582,"AN ACT INCREASING THE BED CAPACITY OF THE LYING-IN CLINIC IN THE MUNICIPALITY OF RIZAL, PROVINCE OF PALAWAN FROM TEN (10) BEDS TO TWENTY (20) BEDS, UPGRADING ITS SERVICE FACILITIES AND PROFESSIONAL HEALTH CARE SERVICES, AUTHORIZING THE INCREASE OF ITS MEDICAL PERSONNEL, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2019-07-24,"ABUEG-ZALDIVAR, CYRILLE ""BENG"" F.; TAN, ANGELINA ""HELEN"" D.L. M.D.; ARROYO, MA. LOURDES T.; TY, DIEGO ""NONOY"" C.; REVILLA, STRIKE B.; DELOSO-MONTALLA, CHERYL P.; OUANO-DIZON, EMMARIE ""LOLYPOP""; CO, ANGELICA NATASHA; BARZAGA, ELPIDIO JR. F.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; DEFENSOR,, MICHAEL T.; CHATTO, EDGAR M.; RUIZ DAZA, PAUL; ACOP, RESURRECCION M.; ALMARIO, JOEL MAYO Z.; GONZALES, AURELIO ""DONG"" JR. D.; PADUANO, JOSEPH STEPHEN S.; QUIMBO, STELLA LUZ A.; RADAZA, PAZ C.; PALMA, WILTER ""SHARKY"" II WEE; BORDADO, GABRIEL JR. H.; ACOSTA, GIL ""KABARANGAY JR"" A.; GULLAS, EDUARDO ""EDDIE"" R.; HERNANDEZ, FERDINAND L.; ESPINA, GERARDO ""GERRYBOY"" JR. J.; GAITE, FERDINAND R.; GATCHALIAN, WESLIE T.; SUANSING, ESTRELLITA B.; SALIMBANGON, JANICE Z.; SAULOG, IRENE GAY F.; SUAREZ, DAVID ""JAY-JAY"" C.; CUEVA, LEO RAFAEL M.; GATO, CIRIACO JR. B.; MATUGAS, FRANCISCO JOSE ""BINGO"" II F., CPA, CESO, LLB; NIETO, JOHN MARVIN ""YUL SERVO"" C.; DY, FAUSTINO MICHAEL CARLOS III T.; ROQUE, ROGELIO NEIL P.; TIANGCO, JOHN REYNALD M.; LIMKAICHONG, JOCELYN SY; AGLIPAY, MICHAEL EDGAR Y.; RAMOS, MA. BERNADITA ""DITAS""; RIVERA, DOMINGO C.; VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; ",2019-07-31,HEALTH,,Republic Act RA11556 enacted on 2021-06-24
HB02583,"AN ACT DECLARING JUNE 28 OF EVERY YEAR A SPECIAL NONWORKING HOLIDAY IN THE MUNICIPALITY OF BROOKE'S POINT, PROVINCE OF PALAWAN, TO BE KNOWN AS THE ""MUNICIPALITY OF BROOKE'S POINT FOUNDATION DAY,"" IN COMMEMORATION OF ITS FOUNDING DAY",LOCAL,2019-07-24,"ABUEG-ZALDIVAR, CYRILLE ""BENG"" F.",2019-07-31,LOCAL GOVERNMENT,"Approved by the House on 2021-03-17, transmitted to the Senate on 2021-03-24 and received by the Senate on 2021-03-24",Substituted by HB08896
HB02584,"AN ACT DECLARING MAY 15 OF EVERY YEAR A SPECIAL NONWORKING HOLIDAY IN THE MUNICIPALITY OF QUEZON, PROVINCE OF PALAWAN, TO BE KNOWN AS THE ""MUNICIPALITY OF QUEZON FOUNDATION DAY,"" IN COMMEMORATION OF ITS FOUNDING DAY",LOCAL,2019-07-24,"ABUEG-ZALDIVAR, CYRILLE ""BENG"" F.",2019-07-31,LOCAL GOVERNMENT,"Approved by the House on 2021-03-17, transmitted to the Senate on 2021-03-24 and received by the Senate on 2021-03-24",Substituted by HB08898
HB02585,"AN ACT RENEWING THE FRANCHISE GRANTED TO GOLDEN BROADCAST PROFESSIONAL, INC., UNDER REPUBLIC ACT NO. 8025, ENTITLED ꞌA FRANCHISE TO CONSTRUCT, MAINTAIN AND OPERATE A STATION FOR FM RADIO AND TELEVISION BROADCASTING IN THE ISLAND OF MINDANAO AND FOR OTHER PURPOSESꞌ, FOR ANOTHER TWENTY-FIVE (25) YEARS FROM THE EFFECTIVITY OF THIS ACT",LOCAL,2019-07-24,"JIMENEZ, CESAR ""JAWO"" JR. I.",2019-07-31,LEGISLATIVE FRANCHISES,,Pending with the Committee on LEGISLATIVE FRANCHISES since 2019-07-31
HB02586,"AN ACT CREATING THE DEPARTMENT OF WATER RESOURCES AND SERVICES, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"ROMERO, MICHAEL ODYLON L.",2019-07-31,GOVERNMENT REORGANIZATION,Business for the day on 2021-09-01,Substituted by HB09948
HB02587,"AN ACT PROVIDING FOR A NATIONAL DISASTER RESILIENCE ACT, TO FOSTER AND MAINTAIN LIFE-SAVING MECHANISMS, TO AUGMENT THE DEMANDS FOR SUPPORT, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"ROMERO, MICHAEL ODYLON L.",2019-07-31,DISASTER RESILIENCE,,Pending with the Committee on DISASTER RESILIENCE since 2019-07-31
HB02588,"AN ACT PROVIDING FOR A NATIONAL DISASTER RESILIENCE FUND, TO MAINTAIN THE NECESSARY BALANCE OF FUNDING, TO MEET THE REQUESTS AND DEMANDS FOR SUPPORT, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"ROMERO, MICHAEL ODYLON L.",2019-07-31,DISASTER RESILIENCE,,Pending with the Committee on DISASTER RESILIENCE since 2019-07-31
HB02589,"AN ACT SEPARATING THE IRAWAN NATIONAL HIGH SCHOOL-ANNEX IN SITIO BUCANA, BARANGAY MATAHIMIK, PUERTO PRINCESA CITY FROM THE IRAWAN NATIONAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS BUCANA NATIONAL HIGH SCHOOL AND APPROPRIATING FUNDS THEREFOR",LOCAL,2019-07-24,"ACOSTA, GIL ""KABARANGAY JR"" A.",2019-07-31,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2019-07-31
HB02590,"AN ACT ESTABLISHING AN EXTENSION OFFICE OF THE REGIONAL LAND TRANSPORTATION FRANCHISING AND REGULATORY BOARD IN PUERTO PRINCESA CITY, PROVINCE OF PALAWAN AND APPROPRIATING FUNDS THEREFOR",LOCAL,2019-07-24,"ACOSTA, GIL ""KABARANGAY JR"" A.; SARMIENTO, EDGAR S.; UNGAB, ISIDRO T.; ",2019-07-31,TRANSPORTATION,,"Approved by the House on 2019-11-04, transmitted to the Senate on 2019-11-05 and received by the Senate on 2019-11-05"
HB02591,"AN ACT AMENDING SECTION 440 OF REPUBLIC ACT 10863, OTHERWISE KNOWN AS THE ""CUSTOMS MODERNIZATION AND TARIFF ACT (CMTA)""",NATIONAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,WAYS AND MEANS,Unfinished Business (Period of Sponsorship),Substituted by HB09322
HB02592,"AN ACT AMENDING SECTION 2 OF PRESIDENTIAL DECREE 1616, OTHERWISE KNOWN AS THE ꞌCREATION OF THE INTRAMUROS ADMINISTRATIONꞌ",LOCAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
HB02593,AN ACT PROHIBITING THE PRIVATIZATION OF PUBLIC HOSPITALS AND PUBLIC HEALTH FACILITIES,NATIONAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,HEALTH,,Pending with the Committee on HEALTH since 2019-07-31
HB02594,"AN ACT RETURNING THE ADMINISTRATION, CONTROL AND MANAGEMENT OF LUNETA PARK TO THE CITY GOVERNMENT OF MANILA",LOCAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
HB02595,"AN ACT RETURNING THE ADMINISTRATION, CONTROL AND MANAGEMENT OF CLUB INTRAMUROS GOLF COURSE TO THE CITY GOVERNMENT OF MANILA",LOCAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
HB02596,AN ACT CREATING THE METROPOLITAN MANILA GOVERNMENT,LOCAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
HB02597,THE MAGNA CARTA FOR FOREST RANGERS,NATIONAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,CIVIL SERVICE AND PROFESSIONAL REGULATION,,Pending with the Committee on CIVIL SERVICE AND PROFESSIONAL REGULATION since 2021-01-27
HB02598,AN ACT PROVIDING A FIVE (5)-YEAR TAX HOLIDAY FOR THE HORSERACING INDUSTRY,NATIONAL,2019-07-24,"ATIENZA, JOSE JR. L.",2019-07-31,WAYS AND MEANS,,Pending with the Committee on WAYS AND MEANS since 2021-01-19
HB02599,"AN ACT AMENDING CERTAIN SECTION OF REPUBLIC ACT NO. 4200, OTHERWISE KNOWN AS AN ACT TO PROHIBIT AND PENALIZE WIRETAPPING AND OTHER RELATED VIOLATIONS OF THE PRIVACY OF COMMUNICATION, AND FOR OTHER PURPOSES",NATIONAL,2019-07-24,"HERNANDEZ, FERDINAND L.",2019-07-31,DANGEROUS DRUGS,,Pending with the Committee on DANGEROUS DRUGS since 2019-07-31
HB02600,"AN ACT PRESCRIBING STIFFER PENALTIES FOR THE CRIMES OF DELIVERING PRISONERS FROM JAIL AND INFIDELITY IN THE CUSTODY OF PRISONERS, AMENDING FOR THE PURPOSE ARTICLES 156, 223 AND 224 OF ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE ""REVISED PENAL CODE OF THE PHILIPPINES""",NATIONAL,2019-07-24,"ACOP, RESURRECCION M.",2019-07-31,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2019-07-31
HB02601,"AN ACT PROVIDING ALL BARANGAY OFFICIALS, INCLUDING BARANGAY TANODS, MEMBERS OF THE LUPON NG TAGAPAMAYAPA AND BARANGAY DAY CARE WORKERS, A LUMP SUM RETIREMENT PAY EQUIVALENT TO ONE (1) YEAR HONORARIUM, AMENDING FOR THE PURPOSE SECTION 393 OF REPUBLIC ACT NUMBER 7160, AS AMENDED, OTHERWISE KNOWN AS THE ꞌLOCAL GOVERNMENT CODE OF 1991ꞌ",NATIONAL,2019-07-24,"ACOP, RESURRECCION M.",2019-07-31,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-31
