,amenity,building,shop,office,way
29586,,,,,POINT (121.0457301 14.5475873)
29587,,,car,,POINT (121.0456342 14.5477959)
29588,,,,,POINT (121.0459282 14.5476986)
29589,,,,,POINT (121.0462515 14.5473164)
29590,,,,,POINT (121.0463494 14.5473289)
29591,bank,,,,POINT (121.0463379 14.5480573)
29592,cafe,,,,POINT (121.0463648 14.5481436)
29593,,,,yes,POINT (121.0469332 14.5482526)
29594,bank,,,,POINT (121.0468587 14.5482645)
29595,bank,,,,POINT (121.046908 14.5483739)
29596,bank,,,,POINT (121.0469272 14.5484407)
29597,place_of_worship,,,,POINT (121.0469729 14.5484231)
29598,,,,ngo,POINT (121.0471154 14.5483522)
29599,,,,,POINT (121.0435755 14.5494281)
29600,,,,,POINT (121.0444636 14.549503)
29601,cafe,,,,POINT (121.0441467 14.5500737)
29602,cafe,,,,POINT (121.0440449 14.550621)
29603,restaurant,,,,POINT (121.044422 14.5504793)
29604,restaurant,,,,POINT (121.0443935 14.5506667)
29605,restaurant,,,,POINT (121.044563 14.5505763)
29606,cafe,,,,POINT (121.0440528 14.5507519)
29607,cafe,,,,POINT (121.0440782 14.5509068)
29608,,,supermarket,,POINT (121.0441012 14.5511468)
29609,,,,,POINT (121.0445876 14.5511056)
29610,,,electronics,,POINT (121.0444092 14.5513288)
29611,,,convenience,,POINT (121.0450183 14.54928)
29612,restaurant,,,,POINT (121.0454144 14.548707)
29613,bank,,,,POINT (121.0456505 14.548681)
29614,restaurant,,,,POINT (121.0457547 14.5489294)
29615,,,,,POINT (121.0454296 14.54914)
29616,restaurant,,,,POINT (121.0457497 14.549217)
29617,,,convenience,,POINT (121.0456763 14.5492487)
29618,cafe,,,,POINT (121.0458335 14.5491986)
29619,library,,,,POINT (121.0452839 14.5493394)
29620,,,,,POINT (121.0451557 14.5495745)
29621,,,,,POINT (121.0451694 14.5499704)
29622,cafe,,,,POINT (121.0453986 14.5496314)
29623,bank,,,,POINT (121.045394 14.5496619)
29624,,,convenience,,POINT (121.0455505 14.5496337)
29625,,,alcohol,,POINT (121.0456124 14.5496182)
29626,bank,,,,POINT (121.0459674 14.5495383)
29627,,,,it,POINT (121.0453917 14.5496934)
29628,,,massage,,POINT (121.0453885 14.5497852)
29629,,,,,POINT (121.0455144 14.5497335)
29630,restaurant,,,,POINT (121.0454376 14.5498815)
29631,,,,,POINT (121.0469265 14.5489869)
29632,,,,,POINT (121.0468586 14.5490362)
29633,,,,,POINT (121.0469592 14.5490505)
29634,cafe,,,,POINT (121.0467349 14.5492903)
29635,,,,,POINT (121.0473141 14.5490405)
29636,cafe,,,,POINT (121.0462879 14.5494302)
29637,bank,,,,POINT (121.045995 14.549618)
29638,fast_food,,,,POINT (121.046314 14.5495142)
29639,cafe,,,,POINT (121.0463451 14.5496097)
29640,bank,,,,POINT (121.0460226 14.5496978)
29641,bank,,,,POINT (121.0460735 14.5498592)
29642,restaurant,,,,POINT (121.0464173 14.549923)
29643,restaurant,,,,POINT (121.0467478 14.5493668)
29644,restaurant,,,,POINT (121.0468162 14.5494943)
29645,restaurant,,,,POINT (121.0468847 14.5495859)
29646,restaurant,,,,POINT (121.0468659 14.5496921)
29647,restaurant,,,,POINT (121.0468555 14.5497903)
29648,restaurant,,,,POINT (121.0468467 14.5499088)
29649,,,,company,POINT (121.0469838 14.5499288)
29650,pharmacy,,,,POINT (121.0448464 14.5501454)
29651,,,,company,POINT (121.0448409 14.550228)
29652,fast_food,,,,POINT (121.0448311 14.5503195)
29653,,,convenience,,POINT (121.0448188 14.5506757)
29654,,,,,POINT (121.0454612 14.5503555)
29655,,,,,POINT (121.0446336 14.5512516)
29656,,,hairdresser,,POINT (121.0448264 14.5512258)
29657,,,convenience,,POINT (121.0448423 14.5513283)
29658,bank,,,,POINT (121.0457942 14.5508937)
29659,restaurant,,,,POINT (121.0458249 14.5509803)
29660,,,office_supplies,,POINT (121.0458495 14.5510495)
29661,,,convenience,,POINT (121.0458735 14.5511173)
29662,,,,,POINT (121.0457464 14.5513271)
29663,bank,,,,POINT (121.0460321 14.5501058)
29664,restaurant,,,,POINT (121.0466658 14.5501911)
29665,restaurant,,,,POINT (121.04655 14.5503021)
29666,,,convenience,,POINT (121.0463531 14.5505461)
29667,,,computer,,POINT (121.0469902 14.5500656)
29668,restaurant,,,,POINT (121.0468669 14.5501299)
29669,restaurant,,,,POINT (121.0469401 14.5505088)
29670,,,,company,POINT (121.0469303 14.5505847)
29671,bank,,,,POINT (121.0462824 14.5509564)
29672,bank,,,,POINT (121.046228 14.5510361)
29673,bank,,,,POINT (121.0463657 14.5507248)
29674,restaurant,,,,POINT (121.0463486 14.5509383)
29675,bank,,,,POINT (121.0464219 14.5509168)
29676,,,,,POINT (121.0364396 14.5515308)
29677,,,convenience,,POINT (121.0384114 14.5536569)
29678,,,,,POINT (121.0415702 14.5518233)
29679,,,,,POINT (121.040225 14.5540828)
29680,,,,,POINT (121.0402286 14.5540956)
29681,,,,,POINT (121.0402338 14.5541102)
29682,,,,,POINT (121.0410982 14.5541065)
29683,embassy,,,,POINT (121.0365687 14.5544629)
29684,,,,,POINT (121.0410537 14.5541444)
29685,,,,,POINT (121.0410853 14.554147)
29686,,,,,POINT (121.0410735 14.5541668)
29687,,,,,POINT (121.0411095 14.5541553)
29688,,,,,POINT (121.041109 14.5541709)
29689,,,,,POINT (121.0410945 14.5542354)
29690,,,,,POINT (121.0410773 14.5542567)
29691,,,,,POINT (121.0410359 14.554302)
29692,shelter,,,,POINT (121.0396494 14.5568428)
29693,bar,,,,POINT (121.0408533 14.556665)
29694,,,,,POINT (121.0421875 14.551445)
29695,,,,,POINT (121.0421912 14.551482)
29696,,,,,POINT (121.0421748 14.5515145)
29697,,,,,POINT (121.0421584 14.5515515)
29698,,,,,POINT (121.0421848 14.5515823)
29699,,,,,POINT (121.0422194 14.55143)
29700,,,,,POINT (121.0422457 14.5514159)
29701,,,,,POINT (121.0422867 14.5514071)
29702,,,,,POINT (121.0422767 14.5514467)
29703,,,,,POINT (121.0422685 14.551467)
29704,,,,,POINT (121.0423303 14.5514335)
29705,,,,,POINT (121.0422285 14.5514934)
29706,,,,,POINT (121.0422812 14.5515119)
29707,,,,,POINT (121.0422166 14.5515277)
29708,,,,,POINT (121.0422194 14.5515586)
29709,,,,,POINT (121.0422703 14.5515489)
29710,,,,,POINT (121.0423103 14.5514811)
29711,,,,,POINT (121.0423503 14.5514864)
29712,,,,,POINT (121.0423076 14.5515348)
29713,,,,,POINT (121.0422221 14.551607)
29714,,,,,POINT (121.0423485 14.5516)
29715,,,,,POINT (121.0437812 14.5518573)
29716,restaurant,,,,POINT (121.0439905 14.5515641)
29717,ktv,,,,POINT (121.0440046 14.5516246)
29718,restaurant,,,,POINT (121.044014 14.5517142)
29719,restaurant,,,,POINT (121.0443751 14.5514023)
29720,,,bicycle,,POINT (121.0443293 14.5515009)
29721,fountain,,,,POINT (121.044612 14.551475)
29722,pub,,,,POINT (121.0442983 14.5515676)
29723,restaurant,,,,POINT (121.0443057 14.5516358)
29724,restaurant,,,,POINT (121.044006 14.551777)
29725,cafe,,,,POINT (121.044031 14.5518661)
29726,restaurant,,,,POINT (121.0440115 14.5519341)
29727,restaurant,,,,POINT (121.0440284 14.5520128)
29728,,,clothes,,POINT (121.044317 14.5517395)
29729,fast_food,,,,POINT (121.0443287 14.5518462)
29730,,,,,POINT (121.0445101 14.5518085)
29731,parking,,,,POINT (121.0445177 14.5518771)
29732,bar,,,,POINT (121.0443408 14.5519572)
29733,,,clothes,,POINT (121.0443476 14.5520124)
29734,,,pet,,POINT (121.0443545 14.5520677)
29735,,,vacant,,POINT (121.0438827 14.552534)
29736,cafe,,,,POINT (121.0438463 14.552648)
29737,restaurant,,,,POINT (121.044044 14.5520861)
29738,restaurant,,,,POINT (121.0440973 14.5523237)
29739,kindergarten,,,,POINT (121.0439656 14.5523763)
29740,,,motorcycle,,POINT (121.0443613 14.5521229)
29741,cafe,,,,POINT (121.0443682 14.5521781)
29742,clinic,,,,POINT (121.0444794 14.5522398)
29743,atm,,,,POINT (121.0443613 14.5522792)
29744,atm,,,,POINT (121.0443758 14.5522905)
29745,bank,,,,POINT (121.0444071 14.5522893)
29746,restaurant,,,,POINT (121.044469 14.5522729)
29747,restaurant,,,,POINT (121.0445687 14.552297)
29748,,,vacant,,POINT (121.0439338 14.5524513)
29749,,,,,POINT (121.0443552 14.5527251)
29750,,,,,POINT (121.0437209 14.5530465)
29751,dentist,,,,POINT (121.0437579 14.5530602)
29752,cafe,,,,POINT (121.0436988 14.5530846)
29753,clinic,,,,POINT (121.0437295 14.5530709)
29754,,,convenience,,POINT (121.0438232 14.5530166)
29755,restaurant,,,,POINT (121.0439231 14.5529858)
29756,veterinary,,,,POINT (121.0437894 14.5530282)
29757,,,hairdresser,,POINT (121.0437784 14.5530511)
29758,,,,yes,POINT (121.0438312 14.5530343)
29759,restaurant,,,,POINT (121.0438522 14.5530247)
29760,,,butcher,,POINT (121.0438678 14.5530315)
29761,bank,,,,POINT (121.0439727 14.5530027)
29762,,,weapons,,POINT (121.0439682 14.5530274)
29763,,,laundry,,POINT (121.0439897 14.5530445)
29764,bank,,,,POINT (121.0440231 14.5530536)
29765,bank,,,,POINT (121.0441843 14.5531622)
29766,,,,,POINT (121.0441651 14.5531935)
29767,,,convenience,,POINT (121.0442614 14.5531834)
29768,,,,,POINT (121.0442487 14.5532011)
29769,,,beauty,,POINT (121.0442955 14.5532043)
29770,bank,,,,POINT (121.0443433 14.5531943)
29771,,,,,POINT (121.0443535 14.5532086)
29772,school,,,,POINT (121.0443598 14.5532249)
29773,,,hairdresser,,POINT (121.0443811 14.5532184)
29774,bank,,,,POINT (121.0443647 14.553258)
29775,bank,,,,POINT (121.0443856 14.5532949)
29776,,,laundry,,POINT (121.0433474 14.5534661)
29777,,,,,POINT (121.043352 14.5535508)
29778,,,travel_agency,,POINT (121.0434204 14.5538154)
29779,dentist,,,,POINT (121.0434904 14.5538464)
29780,parking,,,,POINT (121.0436044 14.5539036)
29781,clinic,,,,POINT (121.044175 14.5535865)
29782,clinic,,,,POINT (121.0442118 14.5535746)
29783,cafe,,,,POINT (121.0444389 14.5534853)
29784,,,furniture,,POINT (121.0444066 14.5534989)
29785,bank,,,,POINT (121.0445527 14.553778)
29786,bank,,,,POINT (121.0439749 14.5539627)
29787,,,laundry,,POINT (121.0442257 14.5538465)
29788,,,convenience,,POINT (121.0441553 14.5539073)
29789,restaurant,,,,POINT (121.0445706 14.5538648)
29790,,,hairdresser,,POINT (121.0448586 14.5514128)
29791,bank,,,,POINT (121.0448692 14.5515079)
29792,,,,,POINT (121.0446256 14.5517302)
29793,kindergarten,,,,POINT (121.0448889 14.5516534)
29794,bank,,,,POINT (121.0449331 14.5518795)
29795,,,,,POINT (121.0446902 14.5522065)
29796,restaurant,,,,POINT (121.0446305 14.5523247)
29797,restaurant,,,,POINT (121.0446177 14.5523541)
29798,restaurant,,,,POINT (121.0446867 14.5523909)
29799,bar,,,,POINT (121.0449087 14.5524106)
29800,restaurant,,,,POINT (121.0449908 14.5521293)
29801,,,alcohol,,POINT (121.044999 14.5521695)
29802,,,beauty,,POINT (121.0450098 14.55221)
29803,bank,,,,POINT (121.0450334 14.5522818)
29804,bar,,,,POINT (121.0450481 14.5523238)
29805,restaurant,,,,POINT (121.0449753 14.5523913)
29806,restaurant,,,,POINT (121.0450612 14.5523675)
29807,cafe,,,,POINT (121.0447454 14.5524577)
29808,,,,,POINT (121.0448429 14.5524296)
29809,restaurant,,,,POINT (121.0448978 14.5527324)
29810,restaurant,,,,POINT (121.0450936 14.5526753)
29811,fast_food,,,,POINT (121.0454772 14.5524821)
29812,restaurant,,,,POINT (121.0469415 14.552017)
29813,restaurant,,,,POINT (121.0471048 14.5519687)
29814,restaurant,,,,POINT (121.0472564 14.5519338)
29815,restaurant,,,,POINT (121.0462573 14.5523102)
29816,restaurant,,,,POINT (121.0467397 14.5521021)
29817,fast_food,,,,POINT (121.0449166 14.552796)
29818,cafe,,,,POINT (121.0449299 14.5528427)
29819,restaurant,,,,POINT (121.0447539 14.5529993)
29820,bank,,,,POINT (121.04469 14.5530808)
29821,restaurant,,,,POINT (121.0451257 14.5527869)
29822,bank,,,,POINT (121.0446222 14.5531572)
29823,restaurant,,,,POINT (121.0446457 14.5532179)
29824,,,bakery,,POINT (121.0446869 14.5533128)
29825,cafe,,,,POINT (121.0447362 14.5533954)
29826,,,,,POINT (121.0455804 14.5532785)
29827,,,bakery,,POINT (121.0454701 14.5534383)
29828,fast_food,,,,POINT (121.0448584 14.5536671)
29829,bank,,,,POINT (121.0448859 14.5537677)
29830,parking_entrance,,,,POINT (121.045081 14.5535497)
29831,,,,,POINT (121.045144 14.5535325)
29832,parking_entrance,,,,POINT (121.0452525 14.5534924)
29833,,,convenience,,POINT (121.0449176 14.5538768)
29834,,,convenience,,POINT (121.0446407 14.5539709)
29835,,,,company,POINT (121.0446604 14.5539745)
29836,bureau_de_change,,,,POINT (121.0446522 14.5540178)
29837,telephone,,,,POINT (121.0446608 14.554027)
29838,,,laundry,,POINT (121.0446519 14.5540949)
29839,,,,,POINT (121.0446808 14.5540755)
29840,,,mall,,POINT (121.0446898 14.554096)
29841,,,tattoo,,POINT (121.0446998 14.5541154)
29842,dentist,,,,POINT (121.0446675 14.554137)
29843,,,guns and ammo,,POINT (121.044935 14.5540367)
29844,bank,,,,POINT (121.0449622 14.55405)
29845,cafe,,,,POINT (121.0449804 14.5541223)
29846,,,general,,POINT (121.0453942 14.5535982)
29847,fast_food,,,,POINT (121.0455957 14.5536408)
29848,fast_food,,,,POINT (121.0456943 14.5537712)
29849,vending_machine,,,,POINT (121.0457495 14.5537887)
29850,bank,,,,POINT (121.045611 14.5540472)
29851,cafe,,,,POINT (121.0454907 14.5540817)
29852,,,convenience,,POINT (121.0457667 14.5538826)
29853,restaurant,,,,POINT (121.0457289 14.5540094)
29854,restaurant,,,,POINT (121.0458209 14.5539676)
29855,,,,,POINT (121.0461363 14.5529537)
29856,,,,,POINT (121.0463296 14.5530437)
29857,,,,,POINT (121.0465052 14.5531273)
29858,bank,,,,POINT (121.0465928 14.553253)
29859,,,,,POINT (121.0465211 14.5533431)
29860,,,convenience,,POINT (121.0466229 14.5533642)
29861,,,,,POINT (121.0465462 14.5534171)
29862,,,convenience,,POINT (121.0469318 14.5530182)
29863,cafe,,,,POINT (121.0471314 14.5529495)
29864,restaurant,,,,POINT (121.0471554 14.5530303)
29865,restaurant,,,,POINT (121.0471806 14.5531153)
29866,,,computer,,POINT (121.0471502 14.5532562)
29867,fast_food,,,,POINT (121.0472146 14.5532296)
29868,fast_food,,,,POINT (121.0472371 14.5532821)
29869,bank,,,,POINT (121.0472469 14.5533383)
29870,,,vacant,,POINT (121.0472758 14.5534485)
29871,fast_food,,,,POINT (121.0466593 14.5534901)
29872,,,convenience,,POINT (121.0466847 14.5535972)
29873,bank,,,,POINT (121.046726 14.5536836)
29874,,,bakery,,POINT (121.0469164 14.5536321)
29875,bank,,,,POINT (121.0471864 14.5535588)
29876,,,bakery,,POINT (121.0471592 14.5536047)
29877,,,,,POINT (121.0473267 14.5535387)
29878,,,convenience,,POINT (121.046989 14.5539313)
29879,bank,,,,POINT (121.0468493 14.5540856)
29880,restaurant,,,,POINT (121.0472744 14.5538368)
29881,restaurant,,,,POINT (121.0472193 14.5538741)
29882,,,,,POINT (121.0426783 14.5551761)
29883,,,,company,POINT (121.0432231 14.5553157)
29884,,,,,POINT (121.0438408 14.5544405)
29885,,,pet,,POINT (121.043995 14.5541605)
29886,,,car_parts,,POINT (121.0440084 14.5541939)
29887,,,convenience,,POINT (121.0441319 14.5544515)
29888,,,hairdresser,,POINT (121.0442417 14.5544714)
29889,restaurant,,,,POINT (121.0443585 14.5544744)
29890,,,bakery,,POINT (121.0444035 14.5544615)
29891,,,hairdresser,,POINT (121.0441578 14.5545403)
29892,,,jewelry,,POINT (121.0443253 14.5545189)
29893,bank,,,,POINT (121.0442829 14.5545319)
29894,bank,,,,POINT (121.0443862 14.554497)
29895,fast_food,,,,POINT (121.043357 14.5550992)
29896,bank,,,,POINT (121.0434463 14.5550744)
29897,bank,,,,POINT (121.0435406 14.5550481)
29898,restaurant,,,,POINT (121.043257 14.5555004)
29899,,,convenience,,POINT (121.0433491 14.555439)
29900,school,,,,POINT (121.0439753 14.5548663)
29901,,,,it,POINT (121.0441576 14.555051)
29902,,,department_store,,POINT (121.0421825 14.5560454)
29903,restaurant,,,,POINT (121.0431228 14.5555835)
29904,,,,,POINT (121.044589 14.556532)
29905,,,hairdresser,,POINT (121.0446998 14.5541499)
29906,restaurant,,,,POINT (121.0447132 14.5541931)
29907,restaurant,,,,POINT (121.0446442 14.5542759)
29908,,,convenience,,POINT (121.0447346 14.5543549)
29909,,,beauty,,POINT (121.0446376 14.5544138)
29910,,,,,POINT (121.0449118 14.5544515)
29911,post_office,,,,POINT (121.0450027 14.5541773)
29912,clinic,,,,POINT (121.0450409 14.5541877)
29913,,,bakery,,POINT (121.0450152 14.5542136)
29914,bar,,,,POINT (121.0450386 14.5542583)
29915,,,,,POINT (121.0450554 14.554233)
29916,bank,,,,POINT (121.0448014 14.554698)
29917,,,,,POINT (121.044811 14.5547652)
29918,,,beauty,,POINT (121.0448463 14.5547562)
29919,,,convenience,,POINT (121.0448502 14.5547968)
29920,community_centre,,,,POINT (121.0452905 14.5546834)
29921,restaurant,,,,POINT (121.0455506 14.5544493)
29922,fast_food,,,,POINT (121.0455894 14.5544389)
29923,,,,,POINT (121.0458165 14.5542379)
29924,restaurant,,,,POINT (121.0457787 14.5542897)
29925,fast_food,,,,POINT (121.0458732 14.5542565)
29926,fast_food,,,,POINT (121.0458844 14.5542856)
29927,fast_food,,,,POINT (121.0459836 14.5542799)
29928,cafe,,,,POINT (121.0456872 14.554318)
29929,restaurant,,,,POINT (121.0457034 14.5543555)
29930,fast_food,,,,POINT (121.0457189 14.5543932)
29931,restaurant,,,,POINT (121.0457943 14.554321)
29932,fast_food,,,,POINT (121.0458951 14.5543156)
29933,restaurant,,,,POINT (121.0455648 14.5545346)
29934,fast_food,,,,POINT (121.0456253 14.5546186)
29935,fast_food,,,,POINT (121.0456403 14.5546513)
29936,restaurant,,,,POINT (121.0457704 14.5545577)
29937,fast_food,,,,POINT (121.0457359 14.5546093)
29938,restaurant,,,,POINT (121.0459041 14.5545046)
29939,restaurant,,,,POINT (121.0459171 14.5545389)
29940,fast_food,,,,POINT (121.0458299 14.5545747)
29941,college,,,,POINT (121.0447077 14.5549587)
29942,,,,government,POINT (121.044891 14.555029)
29943,,yes,,,POINT (121.0453711 14.5549193)
29944,,,convenience,,POINT (121.0453272 14.5551081)
29945,fuel,,,,POINT (121.0458538 14.5548636)
29946,bank,,,,POINT (121.0456416 14.5555049)
29947,,,car_repair,,POINT (121.0457146 14.5554876)
29948,,,car,,POINT (121.0459612 14.555424)
29949,,,convenience,,POINT (121.0460034 14.554209)
29950,restaurant,,,,POINT (121.0460109 14.5542327)
29951,bar,,,,POINT (121.0460689 14.5542444)
29952,fast_food,,,,POINT (121.0459939 14.5544705)
29953,cafe,,,,POINT (121.0461594 14.5543968)
29954,fast_food,,,,POINT (121.0461714 14.5544269)
29955,restaurant,,,,POINT (121.0462561 14.5544644)
29956,fast_food,,,,POINT (121.0460075 14.5545022)
29957,,,,,POINT (121.0460494 14.5545248)
29958,,,bakery,,POINT (121.0462992 14.5545486)
29959,toilets,,,,POINT (121.0461855 14.5546438)
29960,restaurant,,,,POINT (121.0460958 14.5546612)
29961,,,wine,,POINT (121.0461306 14.5546718)
29962,pharmacy,,,,POINT (121.0461445 14.5547202)
29963,cafe,,,,POINT (121.0462072 14.5547968)
29964,bank,,,,POINT (121.0468839 14.5542042)
29965,,,,,POINT (121.0466896 14.5545055)
29966,,,,,POINT (121.0468174 14.5546393)
29967,,,,,POINT (121.0467647 14.5547658)
29968,,,,,POINT (121.0469163 14.5547212)
29969,,,,,POINT (121.0469889 14.5548213)
29970,bicycle_parking,,,,POINT (121.0460997 14.5548253)
29971,,,car,,POINT (121.0463152 14.5552616)
29972,,,furniture,,POINT (121.0461315 14.5553992)
29973,bank,,,,POINT (121.046198 14.5554166)
29974,community_centre,,,,POINT (121.04636 14.5553268)
29975,,,,,POINT (121.0468543 14.554869)
29976,,,car,,POINT (121.0468213 14.5551214)
29977,,,,,POINT (121.044832 14.5556907)
29978,,,car_repair,,POINT (121.0448724 14.5557061)
29979,,,copyshop,,POINT (121.0449366 14.5556851)
29980,,,car_parts,,POINT (121.0450057 14.5556624)
29981,,,car_parts,,POINT (121.045067 14.5556376)
29982,car_wash,,,,POINT (121.0452052 14.5555804)
29983,,,car_repair,,POINT (121.0452933 14.5555491)
29984,driving_school,,,,POINT (121.0452509 14.555561)
29985,bar,,,,POINT (121.0453011 14.5555729)
29986,,,car_parts,,POINT (121.045145 14.5556074)
29987,,,car_repair,,POINT (121.0454025 14.5555761)
29988,,,car_repair,,POINT (121.0454737 14.5555575)
29989,,,car_parts,,POINT (121.0455385 14.5555383)
29990,,,car_parts,,POINT (121.045596 14.5555168)
29991,,,,,POINT (121.0448102 14.5562412)
29992,,,,,POINT (121.0448227 14.5563878)
29993,,,,,POINT (121.0255044 14.5569012)
29994,,,,,POINT (121.0255473 14.556979)
29995,,,,,POINT (121.0255889 14.5570686)
29996,,,,,POINT (121.0256264 14.5571413)
29997,bank,,,,POINT (121.026015 14.5571147)
29998,bank,,,,POINT (121.0260683 14.557205)
29999,,,,government,POINT (121.0263253 14.5572707)
30000,bank,,,,POINT (121.0262057 14.5575279)
30001,restaurant,,,,POINT (121.0263897 14.557468)
30002,,,,,POINT (121.0259235 14.5580684)
30003,bank,,,,POINT (121.0263609 14.5580042)
30004,,,,,POINT (121.0261292 14.5582331)
30005,,,,company,POINT (121.0264533 14.5580109)
30006,bank,,,,POINT (121.0264395 14.5580725)
30007,,,beverages,,POINT (121.0267157 14.55811)
30008,,,,,POINT (121.0270138 14.5578048)
30009,,,,,POINT (121.0275045 14.5578305)
30010,,,,company,POINT (121.0256957 14.5585553)
30011,bank,,,,POINT (121.0257355 14.558457)
30012,,,convenience,,POINT (121.0259842 14.5584775)
30013,bureau_de_change,,,,POINT (121.026033 14.5585036)
30014,,,,,POINT (121.0262044 14.5583723)
30015,,,,,POINT (121.0263047 14.5582843)
30016,,,,,POINT (121.0263782 14.558424)
30017,,,,,POINT (121.0267062 14.5583026)
30018,bank,,,,POINT (121.0262238 14.5586946)
30019,,,,,POINT (121.0265738 14.5586056)
30020,bank,,,,POINT (121.0264202 14.5590855)
30021,bank,,,,POINT (121.0266695 14.5595654)
30022,,,,,POINT (121.0284389 14.5585876)
30023,,,,,POINT (121.029189 14.5591085)
30024,restaurant,,,,POINT (121.0257904 14.5598903)
30025,restaurant,,,,POINT (121.0258368 14.559949)
